"title","published_at","polarity","url","vector"
"Hurricane Delta slams into Louisiana Gulf Coast as Category 2 storm","2020-10-10 00:47:27+00",0.5,"https://www.cbsnews.com/video/hurricane-delta-slams-into-louisiana-gulf-coast-as-category-2-storm/","(15.460320050062665, -0.18304892064505193, 3.7896476879787873, -4.5415325983265, -2.2893050391788474, 0.5146754607573714, 2.0428810451701684, -1.7117704610543287, -0.26931799245916704, 1.1354526594949839, -1.6060918059788523, 1.6823268517321917, 0.4222475345575619, -2.6819436214613095, -1.6490407387225683, -4.712331698689612, 3.299357940800795, 1.0230276088744814, 0.7547946166388544, -1.3000776756918226, -1.228337438152297, -0.005007706376187526, -0.714949550496692, 0.058455250903940326, -0.5205084229855155, 0.8290284879670822, 1.7554022088922951, -0.04125105670004192, -0.62449325675795, 0.8455392479374575, 1.06039250097718, 1.5014488587921297, -0.20094236147220484, 1.5608676393900467, 2.964679868445711, 1.9533154734604703, 0.5769888345803722, -1.4504847717554856, 2.760999346295759, 0.563489957383832, 2.0638665934957996, 0.7897025642011095, 0.6127115554943979, 0.21102105730414755, -1.4956951301854224, 1.0113541061965554, 0.48000246885170117, -1.574275021137439, 0.033837579954762886, 0.15303790482710133, 0.18475669494174612, 0.32037484201687777, -1.4044311289180524, 0.20675028024059777, 1.2814044719191733, -0.2000391405164672, 0.8496051897499022, -0.09077536260695113, -0.48402444835151787, 1.8277200325782137, 0.35849614206362157, 1.3341267459801953, -0.672054916121303, 0.08164587194954936, -0.0043164462084036015, -1.1242324645901387, -0.1810698739500389, 0.47288926021776145, -0.3954084517587632, -0.7749396416136889, 0.20349505621522865, -0.9954964283171919, 0.20380200290568518, 0.5296188861935545, 0.024807772719313725, -0.05889684935892675, 0.34212733743348667, 0.1988949181266808, 0.5822628192384245, -0.5714730807141117, -0.4764859264401095, -0.561502466007442, -0.5569990255513781, -0.14744764916381436, -0.4212956279825152, 0.6445681260226118, -0.07357527416757996, 0.3701806442244815, -0.1988962038851358, -0.08574648191863465, -0.5702489589987928, -0.08999203825054503, 0.009542746408487263, 0.4613868119556549, 0.7543011045181758, -0.4014316543431873, 0.2106474306519329, 0.05133387030400671, 0.6420598221440944, -0.533789255867513)"
"Asian Americans: Battling Bias","2020-10-10 00:00:13+00",-0.16666666666666666,"https://www.cbsnews.com/video/asian-americans-battling-bias/","(15.587888379571307, -3.618410722129706, -0.05086435890336205, -0.8937407248677727, -1.4029064092360375, 3.114577092705473, -0.26250055176910486, -1.014163490308248, 2.219989814688283, -0.3729160915509809, -2.540720843344008, 2.467258456064738, 1.7299845405565077, -2.5686313975785433, 1.1324874722405025, 1.7709794394760752, 1.6175233756687892, 1.1236172857987352, 0.6463346247034116, -0.6697194466943774, -0.7080397642845434, -1.3151718570083544, 2.2036658527540833, 1.1163042620766885, 0.12274775707003655, -0.3452658104581015, 0.22703201123183342, 2.5785786354612985, -3.748500695840918, -2.3474133429548454, 1.6672104123991076, 1.190720058120748, 1.1116227168343042, 1.7170223958162703, 1.512815285328698, -0.5368493695783949, -1.264291009593507, 1.2554733962287048, 1.8302494639433586, 1.8069554890877562, -0.6482856575061138, -0.14141138843543855, -0.14642706467173755, 0.8490588554303974, 0.4984113921912439, 0.18658211982821532, -0.7936039247693119, 0.44075494398343873, 0.2629517989527269, -1.1667916810591874, -0.3685717466381752, -0.10561044778724918, 0.040166277449756545, 1.1306261400425417, 0.8843561385680204, 0.7597067911871643, 0.15578751269625596, -0.432003496849761, 0.6314530841492125, 0.20652562538501026, 0.33535600071868027, -1.261679493774374, -0.5047354029099205, 0.6061690541083066, 0.4156931922415725, 0.0739632769449747, 0.06170773230332561, -0.4690407220260116, -1.384751245827279, -0.3571502408217018, 0.31066531362746885, 0.3148421020068369, 0.02405569136694327, -0.5487001117541488, 0.12159045637829996, 0.20669734575942025, 1.014843536920945, -1.3693113903611305, -0.5264265963820578, -0.13835948195479325, 0.2835258594943075, -0.8202666732311079, -0.576284755210019, -0.011967028072509711, -0.35064837938577514, 0.320891049291725, -0.27367652786990215, 0.7281016841598297, -0.586778204664003, 1.2130662901260099, -0.34909670174742646, 0.5289820167936157, 0.0337691780822382, 0.12500677603370858, -0.041972260965842695, -0.15438075601622736, 0.30164957731910946, -0.44829887805901575, -1.5378620909631469, -0.44434650687391125)"
"Asian Americans find common ground with Black Lives Matter","2020-10-10 00:00:15+00",-0.09962121212121212,"https://www.cbsnews.com/video/asian-americans-find-common-ground-with-black-lives-matter/","(11.544214988498616, -0.26498571286811606, -4.286048236650456, -0.31183028527518136, -0.8674153134583232, 2.37939177925581, 0.23185029133501284, 3.5748716599891206, -0.5114875476346094, -0.8754080829919753, -6.517980079208798, 4.192316182574781, 2.607916060944217, -0.7259168780620349, 1.6431040903435505, 3.8625615438271153, 1.5313846847751167, 2.2985060894965157, -1.2295617598011632, 1.1452882994983757, -1.8925986688407035, -1.4917782219707403, 2.042898015520792, 1.9021825306142994, 1.3523916105010372, -0.4589334711741313, -1.3131030543330873, 2.863549394287541, -3.1808035189607327, -3.4301345597921418, 1.745120432908395, 2.454671967272798, 1.2541416126634686, 0.7915246999689797, 0.6875976405241635, -0.3486641789749096, -0.16997246021664347, -0.2967522561285946, 1.060863682363468, 2.605127805758788, 1.313406553713151, 0.07920634843151168, 0.4017124019817703, 0.7295852933946961, -0.5061141485014669, 1.1564246927338737, -0.9823113817683891, -0.015498616199302234, -0.05964633460463831, -0.5731735862954912, -0.6343312570957448, -0.2385090644741551, 1.5134289709513065, 1.9376319123389887, 0.6663007920051813, 0.03975512332646508, -1.1373276402038952, 0.04629225889038052, 1.7909602442073376, 0.6813708175595149, 0.09041733737665902, -0.8527738747326634, 0.04293284919926023, 1.3156796261583827, 0.36199995523485795, -0.46528487201877944, 0.5302133472283354, -0.8379610470899597, -0.2224659020106607, -0.5622848595549355, 1.2993952941653968, 0.62437162137522, 0.032804686999085786, 0.4192590071648826, 0.1420382529581657, -0.11745492612599598, 1.4359982393475286, -1.374474593358892, -0.6246740813646134, -0.024392168178597753, -0.3834086321527606, -1.0457812787989222, -0.5781372578249528, -0.20774918899039047, -0.45651841399034926, 0.5038890959985932, -0.5992586119696924, -0.00576624151883029, 0.36686977232259477, 1.9600320617670062, -0.5547164820917349, 0.22583208350560888, -0.6012764354910302, 0.6142006353850126, -0.007986109285477994, 0.37052356906892114, 0.12917356898250468, -0.09802115265989857, -1.288093168005864, -0.801112544698803)"
"President Trump to hold first public events since COVID-19 diagnosis","2020-10-10 00:47:26+00",0.06666666666666667,"https://www.cbsnews.com/video/president-trump-to-hold-first-public-events-since-covid-19-diagnosis/","(16.291701003665455, 3.9141564418745665, -2.508148909178206, -0.6374941788852884, -2.2239654320864166, -0.41503401199582807, 3.0948794825146106, -2.896955891140359, -3.3385825018829562, -2.9023673421934504, -1.2052397144270162, -1.0621890308718918, -1.092392779914657, -1.4884307405232748, 0.24191143126797465, -3.2509117493959545, 1.200491659109038, -1.2399704265519202, 0.1894385588279385, 1.9584764693696322, 2.197950501673393, -1.4069780327562635, -0.126200278602328, -1.8131570012585714, 1.4352526313157006, -1.176902572655488, 2.6845663662646913, -1.3111698157684821, 0.47535818237204785, 0.8695843926888752, 1.3772317899252022, 1.2659425730198883, -0.16144925405759136, -0.8844829536305927, 0.12917890621692607, 0.9783612821663545, -0.25067207757476756, 1.2838621300162347, -0.12286360354036091, 0.07124721890077707, 1.1316468483253137, 1.1679123529684399, -0.368340365610635, -1.093671656977433, 0.05670741560872877, -0.05088953172487397, 2.305862019201106, 0.6658162740324416, 1.0469131910774585, -1.3412540952280392, -0.41653581265214723, 1.0833861211866562, 0.17106251123934976, -0.2924232469970802, -0.5955642975699803, 1.4510989818441573, -0.374459752561337, 1.0325339990186224, -1.465822459936838, 0.16385391214743023, 0.6927974853093297, -0.25632587107005056, -0.034743254530969325, -0.7944909561977902, 1.3667313366078908, -0.09622028352089773, -0.495139262907765, -1.1002515623199423, 0.2776374267099937, 0.314668283873347, 1.7678334726168383, -0.023642761049714633, 0.21656327416357068, -0.5155628483742194, 0.06716482127367907, 0.7033868856018772, -0.5179505072573413, -0.262821979485936, -0.8630666355582122, 0.2019223451176194, -0.27860541568634123, -0.3780472937010049, -0.09841789866148436, 0.07874467882223102, -0.10692553383394504, 0.09914283184924363, -0.060730209604863236, -0.11642969312018764, 0.9622965394607299, -0.13351829900812198, 0.5950192598720367, 0.24383102030528161, 0.09770237142476645, -0.42749416350311437, 0.04798887616699621, 0.47211329314710787, 0.5225539055900774, 0.5319707403057153, -0.01920204433383932, 0.5557176524124738)"
"The voting power of Asian Americans","2020-10-10 00:00:14+00",-0.020833333333333332,"https://www.cbsnews.com/video/the-voting-power-of-asian-americans/","(14.514792380600401, 0.39643796680207644, -2.814508664386061, -0.524164994157285, 2.644991131019975, 3.887070925283873, 0.15664973968428536, -2.3132529566617617, 0.429305215355446, -1.4518914220699408, -2.8757113421292755, 1.6083936589448076, 0.819950416055072, -1.8355469400893774, -1.1308660474983085, 1.4915025050459887, 3.1211748557815726, 1.6338646682577225, -1.4891309081545425, 0.07150902172127216, -1.280146223704114, -3.6876463902217314, 1.6680030708176743, -1.320753467465567, -0.575609260600322, 1.0505482917536728, 1.2387043602618728, 0.2904415697028153, -4.582992082554306, -0.424651119802014, -1.4449937116319647, -0.8631434460502779, -0.9108535422194661, 0.09242714166558443, 1.2419138521051436, -2.274959358189589, -2.6116497412571147, 1.0356185571451841, -0.07791806816008773, 2.0506847093088836, -0.4144566692852131, -1.0046674739266668, -0.6014750600041667, 1.2489978168099627, -1.0920792009931306, -1.2340851493312759, 0.47301738676479155, 1.1743448276518489, 0.19745565415469502, -0.18596775879765765, -0.10632794803342241, 0.11486416820665185, 0.9345368332551562, 0.18971070290407996, 0.37226460860632404, 0.02380633865787487, -0.45175019687783047, -0.5359447755787523, 1.917883376917581, -0.45001744504749375, 0.39868369262028247, -0.01641473551950534, -0.5905204517259693, 1.4213872919322517, -0.5603252560745465, -0.2212153547878528, 0.44059405416870484, 0.42494126965217466, -0.2645761496698499, -0.4442103726760123, -0.33915158270191226, 0.7182574271654198, -0.33281416409528697, 0.11067001046258884, 0.7828430376067944, 0.0807401689525411, 0.3574493842033514, -0.7806530667872524, 0.2183243391817572, -0.47811267557895126, 0.4948754547854689, -0.6482030652716136, -0.4918527789345881, 0.04053771223470504, -0.5019537037746304, 0.4179647464937522, -0.03361666197063609, 0.9144886513630893, -0.10536027567663514, 0.7698482649314518, -0.07821344574623869, 0.4816291807972991, 0.30558932603293143, -0.5376404646451949, -0.24231072519138477, -0.07658127595183428, 0.5435450418795917, 0.1552955658198085, -0.46716137570046906, 0.14310691188758165)"
"Armenia and Azerbaijan agree to cease-fire after weeks of conflict","2020-10-10 02:18:23+00",-0.3666666666666667,"https://www.cbsnews.com/news/armenia-and-azerbaijan-agree-to-cease-fire-after-weeks-of-deadly-conflict/","(15.335345232672664, -3.2477502085548107, 7.017591624052148, -0.14614871148187147, 1.7278929723070522, -1.406146940902807, 3.521816348143563, 0.8979920063144741, 0.024441755982974767, 1.677695046261709, 1.2710735895851664, -1.6888331128856395, 1.5339153186968786, 0.0433729690279151, 1.757256708027577, 1.0356901407091588, -1.320349362673268, -1.537922721250073, -0.7859566264256101, 1.5531359800942002, 0.26257712120275334, 1.047985244970895, -2.512979041862091, 0.7624601182515824, -1.230678482543754, -0.7187425992756368, 0.4833211364283743, -0.10481473226075341, 0.060772963900655785, 1.2071592385209733, 0.5413089503332522, 1.1695730347764925, -2.5781281972216594, 0.8839151663049399, 1.8729884442068196, -2.9644835705125, 0.2562110046009915, -0.9175572348863528, 0.609361422128089, -0.1655062967875549, 2.763653356987347, 0.5952245066536667, 0.44253423132443687, -1.8817893959886378, 0.08248745787649234, 1.3590846821916356, 0.7879090522916821, -0.7699325489113213, 0.5297907768874628, 0.18555349812005445, -1.467980058242767, -0.1923730204094667, 0.9053064294684545, -0.44145857412575007, 0.5262736721402672, -0.19887631526319763, 0.9487507826035342, 0.14516719049585375, 0.46490278632258764, -0.06169211670842484, 0.5914553511250974, -0.11893396469311524, -0.7585799306689571, 0.5107737342663161, -0.13625058938112083, -0.22784831431577385, -0.10302821333349649, 0.3706372705122532, 0.02162914947090011, 0.21650029256003692, -0.8263871643092084, 0.611246602191155, 1.131139780824652, 0.4786346460979842, -0.4366836441842086, -0.6576478955532423, -0.10854052827403582, 0.022738235471846682, -0.03142289757579045, 0.9410459341117485, 0.5992539787284947, -0.28991492868835017, -0.14845376021223322, -1.295998010739628, -0.06018559444207244, -0.2129911512927806, -0.3598688925386305, -0.07266353113617935, 0.29776882217721556, -0.14252433105642448, 0.704286801318019, 0.36897782855861316, -0.22237465327884257, 0.8902356453894187, 1.0423578591558544, -0.3635072789609921, -0.754866813448302, 0.3527563473006284, -0.16331874331364596, -0.3453309292162591)"
"Asian Americans face high coronavirus infection rates and unemployment","2020-10-10 00:00:14+00",-0.07375,"https://www.cbsnews.com/video/asian-americans-face-high-coronavirus-infection-rates-and-unemployment/","(14.344093580478674, -3.5162858101451406, 5.761716995632581, -0.5383245708392164, 1.376292220733392, 7.898476227935188, -0.2062618429633747, 0.7251091743840262, 1.3721899013663108, -0.7155797087588465, -2.1761556505940156, 2.589827356017338, 2.9012391061991782, -1.8537103494784901, 0.6394616801772783, 1.3887184778276755, 0.7518650191571564, 2.187754427883319, 1.5200517399767832, -0.7194498172937593, -1.0999742118895097, -0.5860729618833977, 0.8669865378758455, 1.0784922688236203, -0.06465830714937829, -0.23437853244733098, 0.850525884444747, 1.332251377242169, -3.3731463940429625, -1.11474445986557, 0.7499837805141292, 0.5237386070000625, 0.2986120731744683, 1.1784678738743666, 0.023294879365222593, -0.42206597527635026, -1.350735974394616, 0.5180435904362759, -0.116646994058144, 0.3308888674819411, -0.8589412498036736, -0.5719993091218741, -0.9837455145363301, 0.987647983934222, -0.6964812151482854, 0.6452402215969217, -1.0085694801423268, 1.4114748625589106, 0.5912877602994882, -0.518921613743119, -0.1671363413295718, -0.8227298021480937, 0.8202575026518922, 1.548574980547258, -0.4450763846247517, -0.09866104153229965, -0.14561765308768554, -0.8786610991020589, 1.0993617863172633, -0.12428807567006951, 0.11758695895250375, -0.19523453954773984, 0.29665798524167875, 0.44104332283988434, 0.6449695390277769, 0.3553717215901412, 0.17692627159838742, 0.4537716583128352, -0.8974277050716474, 0.3911289906909192, -0.13573951476549773, -0.2873011316315393, -0.17220581663429507, 0.002695373318955474, 1.0004687078498546, 0.21055248986292097, 0.16500575220532757, -1.1543061021469025, -0.3956094061916283, -0.12744138059464197, -0.2930772176915146, 0.007581457346045151, -0.035549242769523676, 0.09280129881143784, -0.6956199429731785, 0.32271686983597353, 0.02458593269026413, 0.7844980154156993, 0.36282609517425807, 0.09894120028155745, 0.39765886365734815, 0.8271138183718219, -0.06805251099978238, -0.02525606978040662, -0.05922045594168589, -0.07939806442169006, 0.25850564003712606, -0.2618285544303898, -0.927627192530687, -0.2934053636474218)"
"Asian Americans face rise in racist incidents","2020-10-10 00:00:14+00",0.1,"https://www.cbsnews.com/video/asian-americans-face-rise-in-racist-incidents/","(15.990725734930999, -2.7830189984871794, 2.388047063422249, -3.2571528605337985, 1.7197994922825737, 7.174102203051152, -0.4166328460588773, -0.541805626929678, 0.30348864927234337, -0.758973219000068, -0.8575567496859829, 1.2587076917921083, 2.0207732631322575, -2.2801681749931593, 1.8122542707844411, 1.212958815640036, 1.3139996562965606, -1.892887213270171, 0.12048863284105238, 0.925815197703435, -1.3471983871846316, -0.11599436828444049, -0.1496951420738254, 2.1603033469763813, 2.0531764754738733, -0.7351571136291581, -0.6873245361629711, 1.131926591337224, -1.9739885396996222, -2.507817966686671, -1.1460447490458847, -0.0993223610177035, -0.5810038438742289, 0.69373773423664, -1.6222614857528386, -1.0358233394012575, -0.16517958311166772, 0.6683509691024789, -0.5219872125598457, 0.6507551440536812, -0.41666322374289533, -0.7494527523251618, -0.22222705212756494, 0.9007641435042443, -0.46182491998354486, 0.9308829959250238, 0.07527573053542927, 0.757834879361321, 0.2108212415733426, 0.6536276894868646, -0.6483077627946425, -0.2797535249585841, 0.4209365310316092, 0.8861624094082806, 0.4011043111784386, -0.2596469614691158, -0.24650134793979878, -0.6277591711543841, 0.8657963161186569, 0.17906135434426884, 0.17283101966081763, 0.3898606155170819, 0.18521617105565016, 0.45235862180067277, 1.1578555346851687, 0.41810101397817856, -0.34492379122293504, -0.10096406570503355, -0.826030390116308, -0.2521890174304494, -0.09208169647758133, -0.06586721144356095, 0.8097342397950454, -0.40322238070570693, 0.13732234091798864, -0.06556387212348935, 0.03949778725764072, -0.5188029317714885, -0.9273354083284169, -0.6516101345880001, 0.3776329429140427, -0.24231380892910617, -0.2006947687775001, 0.1359639084634907, -0.3993241599705012, 0.31038518731502673, -0.22697203470069172, 0.3332394636849589, -0.34341145600620426, -0.1588793784250146, 0.6716860345464203, 0.6654291913025685, 0.3074428422322593, -0.40880684728576344, -0.6788398488276807, 0.13994119966270196, -0.21820571764998775, 0.25979006576644526, -0.6866693287076285, -0.029339093094607527)"
"CBS Evening News, October 9th, 2020","2020-10-10 03:00:09+00",0,"https://www.cbsnews.com/video/100920-cbs-evening-news/","(15.563436598661129, 0.8639074391403483, 2.5631118782579674, -5.642934215856342, -1.4729049857338041, -1.0250738037055969, 1.336436790144698, -2.811988137225476, 0.15514590110595894, -0.2975727321367151, -0.7788639083060034, 0.8414561617121425, -1.817270392297716, -0.724954340671262, -0.5168701854478474, -0.70788253048778, 5.125953443615211, 2.4435949358883966, 2.880730542970249, -0.7773145302887138, -2.2592547511868526, -1.7857673569148211, 0.9275143263710177, -0.5343232397014647, 0.1398083211979556, 0.8168582755920875, -0.025144090602261526, 1.6708618281003171, -0.6273896670139529, -0.7913754555210717, 1.0465877927092069, 1.34430499065208, 0.7140075542110046, 2.0360063426677746, 1.301103070039942, 1.7167839032200107, 1.0898851048176117, -1.608040836641492, 1.607090957324621, -0.32770039411849394, 0.31737745918069343, 0.48863072892132386, 0.7866346499367796, -0.18281289461223527, -1.132694135471052, 1.156672995623699, 1.2222334656482214, -0.7361141280000074, -0.13273552542820272, 0.707183188997303, 0.16414353534519613, -0.11812071584121558, -1.7176107898008919, 0.24189091939901158, 0.47875286860841754, 0.13613919591708962, 0.4351037936630623, 0.2720347013340645, -0.27824726791545645, 1.9095562831492456, 0.18734057200300386, 0.2549308131637622, -0.2650001456244505, -0.4023257627495904, 0.1818831670922015, -0.20784150822380332, -0.6732105279532994, 0.19006411654643932, -0.7721801554771079, -1.0297310605355234, 0.03570646770340688, -0.17011863511620043, -0.05352281828757083, 1.5678990852563697, -0.4083963210963849, 1.0238182710002466, -0.13231985639363325, -0.14717181298110227, -0.10300540111686736, -0.07306404067470372, -0.5236271356652966, -0.19719083700250944, -0.11212104340118595, -0.13954460875752167, -0.40457702937442547, 0.4388378685715254, -0.17062676602500237, -0.2806628915817516, -0.43082225237581234, 0.44704017230152704, -0.7513414697885983, 0.10448186770560516, -0.8349847452836106, 0.7043453582450518, 0.34201092228363583, -0.6689707304245998, 0.5269712210372526, -0.18589862000610868, 0.3239952943264191, -0.5128195657281218)"
"Hurricane Delta makes landfall on Louisiana's Gulf Coast","2020-10-10 00:42:02+00",0.5,"https://www.cbsnews.com/video/hurricane-delta-makes-landfall-on-louisianas-gulf-coast/","(15.485062266946425, 0.49057979670617335, 2.7426820073433498, -4.55090354679572, -3.3708831090103066, -1.2480493665424335, 0.8965718080081548, -1.9465736342927382, -0.6837717325416468, -0.46899807516552316, -2.2479341937085024, 1.4305067044313746, 0.11604386103218597, -1.6386937543230409, -1.5495620514021669, -3.664007230455891, 5.0354903926728145, 1.6030360181901218, 0.6670762744782276, -1.5226562933810865, -1.169289847563059, 0.14885747087545598, -0.7553997712094244, 0.24381973186123018, -0.8879235051008394, 0.18431129822840836, 0.002910665512376287, 0.5000907780622534, -1.230729952511204, 0.4174195567047372, -0.21336139417823863, 1.5174959835370894, 0.07155286320487331, 1.5535451087668395, 2.850012607274014, 2.1866294191698583, 1.3845994705344493, -1.4954333073486594, 2.474668445667935, -0.6924354419301472, 1.9951884430954387, -0.22140154679125007, 0.956611909733315, 1.170857875687903, -1.514548387379338, 0.652191285544895, 0.598686545141858, -0.6150647276478696, 0.3069411375988315, 0.7206733402119022, 0.4807524625294626, -0.2098486842016684, -0.9202418010447863, 0.13651819469776538, 0.3376491837213022, -0.08593466087171941, 0.8253733210326155, 0.13519193562947257, -0.42697500281802875, 1.8909610942843194, 0.31258156503414136, 1.0888127260440486, -0.7426851421915819, 0.2146347856195744, 0.2618240000070448, -0.8357422899573945, -0.19451316663177168, -0.025681338392614744, -0.28235087669646663, -0.6702554462940473, 0.5920696499351152, -0.8709423092280328, -0.0993498429165649, 0.6542751890786337, -0.22134302435623227, 0.002402506032860491, 0.39567134929093106, 0.725360926075977, 0.5031114537168885, -0.001102618098926006, -0.5717297785111367, -0.18996511747875755, -0.2425710321831701, -0.009246509557092608, -0.8269209260459175, 1.1303229747236516, 0.07821525562287246, 0.293765892512547, 0.04069940630268459, 0.09030603895463217, -0.2816195490198866, 0.018938184953178394, 0.11874229378108081, 0.3831829607181524, 0.5238385421402224, -0.4465247760545595, 0.5058783480921627, 0.28431579300088783, 0.18950660885245485, -0.6868272088490802)"
"North Korea prepares largest military parade in country's history to mark 75th anniversary of regime","2020-10-10 00:47:49+00",-0.12337662337662336,"https://www.cbsnews.com/video/north-korea-prepares-largest-military-parade-in-countrys-history-to-mark-75th-anniversary-of-regime/","(16.626221765924058, 2.882821927739925, 1.9185664276096426, -3.339875300430559, -1.7669333303707604, 0.70931196126159, 0.39073807507472424, -2.215628085411875, -1.0628695993630803, -1.1134801506990297, 1.5209487658118623, -3.137930530584141, 0.24114442274765435, -0.21074525199260127, 0.3576986157885718, 4.241047513091394, 0.4160704387709324, -0.9583994153756172, -0.11555048271249557, 1.9448491688660337, 1.4241336406702352, 1.2044707715242755, -0.6045619354757951, -1.867192128740211, -1.1633765695525604, -0.7668347212797256, 0.8066542448048862, -0.29868693931018786, 0.014495034313223965, -2.642358314419691, -0.22603033512961207, 0.046888073738427516, 0.30710333088183933, -0.47096843996550036, -1.4379175443141925, -0.6700313698293578, 0.5354666963580159, 0.7298921326386009, -1.0087418991065944, 0.4737826326405238, 1.9749638407442616, 0.9156221422427061, 0.4309341872142386, -1.0028346404483808, 1.1774594692972458, 0.9333889197383809, -0.36957568424092596, 3.1761255621644113, -0.013667017958784666, -1.0424085418348057, -0.6895914091184419, -0.02443286179565811, 0.5340506247855319, -1.91350576661366, 0.22265232625521653, -0.2604130871949871, 1.1641488143702712, 0.3048806050144223, 0.6638850680756021, 0.4751162626116173, 0.9126448160208048, 1.2363497757846393, 0.08590543395735045, -0.5561332902181687, 0.2109661088270108, -0.389817284205784, -0.6641019303417355, 0.06351235768272663, -0.8833822509450778, -0.09749902206560973, -0.2726202602962674, 0.6645179318400857, 0.6763525121676395, 0.10583529598845637, -0.24107300286709454, -0.34843312854851827, -0.43848664968257034, -0.5422000815471403, -0.08715439668629826, 0.4399598607031513, 0.6843404059353855, -0.45433159673483325, 0.07893256745013585, -0.7443395083235858, 0.14959927903723969, -0.14986449947131225, 0.20703394981248174, 0.8276950278994155, -0.9008460075881688, -4.0957266003560644e-05, -1.036832792841524, 0.14014335030142755, -0.5049099116130202, -0.6540200837798027, 0.18660515110420656, 0.2741565370737483, -0.34383905553242144, 0.0463587569288927, 0.9804506835766922, -0.35891502264354685)"
"6 alleged militia members arraigned on terrorism charges","2020-10-10 01:18:29+00",-0.016666666666666663,"https://www.cbsnews.com/news/michigan-governor-kidnapping-6-alleged-militia-members-arraigned-on-terrorism-charges/","(16.418386056713942, -1.435311511316875, -0.9014779242450619, -4.676581631179075, -1.2464190314031467, -0.7695445257459598, -3.6009502094210344, -2.247250764220039, 0.6384527846989418, 0.8221144909012519, 0.4079137882996177, -1.442727961607858, 4.745769850978606, 0.316485403184969, 1.5366144043205394, 0.7059542206454347, -2.272617115730867, 2.0375605063689433, -1.4943898376951879, 1.8809714611958444, 0.17392679707296793, -1.4160438479565725, -0.9232752938391819, 1.6335804924756383, 0.09014751137275528, 1.4025628779187516, -1.3894303124252496, -1.7302233568128256, -0.3384943147457018, -0.8707747537170788, 0.5537837120307456, 0.5482096267491856, -1.3113013409116863, -1.2220924824799784, 0.7799501338948223, -0.927699542546017, -1.656415217233123, 0.9766779409495534, 1.243086452679445, -0.5930448307290161, 0.7184848167307376, 0.5656802123777919, -0.4514357751345514, 0.12408604184848757, 0.5106280794906469, 0.5560975377741915, -0.2253264617818242, -2.7223444682048212, -1.1017041340190372, -0.07662291104918292, 0.6131943471657137, 0.4036227467325853, -0.9116183390727604, -0.8757698236224789, -1.2319304296182065, 0.36102413077287526, -0.42597232107828026, -0.6858610197126617, -0.5648307407204968, 0.2699144674930928, 0.02770916913172139, 0.43152558509446537, -0.35216846948538233, -0.4356427358798647, 0.36038610728971576, 0.42871509053418755, -0.5071353633060466, 0.34042330775070373, 0.04007502350521919, 0.5667929739245204, 0.012548683876547922, -0.31318831088125293, 0.35885541260904164, -0.9490541875869012, 0.7808070756548017, -0.2099137805936475, -0.8234135875509597, 0.5090195238022571, -0.45267453085343856, -0.11307248837131284, 0.6306872852904029, -0.2698798903497653, 0.657202987895209, -1.055667258010007, 0.031153700524559624, 0.42394094382649916, 0.18018684835755208, -0.30316023877876036, -0.07299902537793179, -1.0613530678550478, -0.10141707431650737, -0.9520820763121762, 0.15230417244753508, -0.6505937889475772, -0.1829818602584879, 0.3984459132484684, 0.1678576234089561, -0.14147735894364696, -0.14728466178533178, -0.678148455669157)"
